"CDSCode","NCESDist","NCESSchool","StatusType","County","Distrinct","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","district"
"11101166077184","0691008","09221",Active,Glenn,,Glenn County Special Education,"311 South Villa Avenue","311 South Villa Ave.",Willows,"95988-2739",CA,"311 South Villa Avenue","311 South Villa Ave.",Willows,"95988-2739",CA,(530) 934-6575,"",www.glenncoe.org,1980-07-01,,0,"","","00",County Office of Education (COE),"09",Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0,39.517633,-122.2089,Jacqueline,Campos,jcampos@glenncoe.org,"","","","","","",2016-08-17,Glenn County Office of Education
"11101166094478","0691008","",Closed,Glenn,,Lake Special Ed Facility (EMR),"Route 2, Box 35A","Rt. 2, Box 35A",Orland,"95963",CA,"Route 2, Box 35A","Rt. 2, Box 35A",Orland,"95963",CA,"","","",1980-07-01,1989-06-30,0,"","","00",County Office of Education (COE),"10",County Community,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Glenn County Office of Education
"11101166094486","0691008","",Closed,Glenn,,"Glenn County Superintendent, P",Elementary Class,Elementary Class,Princeton,"95970",CA,Norman Road and Winter Street,Norman Road and Winter St.,Princeton,"95970",CA,"","","",1980-07-01,1989-06-30,0,"","","00",County Office of Education (COE),"10",County Community,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Glenn County Office of Education
"11101166094916","0691008","",Merged,Glenn,,Glenn County Workshop (Handicapped Adults),"525 W. Sycamore","525 W. Sycamore",Orland,"95963",CA,"525 W. Sycamore","525 W. Sycamore",Orland,"95963",CA,"","","",1980-07-01,1987-06-22,0,"","","00",County Office of Education (COE),"09",Special Education Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Glenn County Office of Education
"11101166097414","0691008","",Closed,Glenn,,"Glenn County Superintendent, P",High School Class,High School Class,Princeton,"95970",CA,Highway 45 and State Street,Hwy. 45 and State St.,Princeton,"95970",CA,"","","",1980-07-01,1989-06-30,0,"","","00",County Office of Education (COE),"10",County Community,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Glenn County Office of Education
"11101166097976","0691008","",Closed,Glenn,,Hamilton Special Education (Ap,Capay Street,Capay St.,Hamilton City,"95951",CA,Capay Street,Capay St.,Hamilton City,"95951",CA,"","","",1980-07-01,1984-07-09,0,"","","00",County Office of Education (COE),"09",Special Education Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Glenn County Office of Education
"11625540000000","0607410","",Active,Glenn,,"","7504 Cutting Avenue","7504 Cutting Ave.",Orland,"95963-9691",CA,"7504 Cutting Avenue","7504 Cutting Ave.",Orland,"95963-9691",CA,(530) 865-1222,"",www.cjuesd.org,,,,"","","52",Elementary School District,"","","","","","","","","",,39.796979,-122.0858,Jim,Scribner,jscribner@capayschool.org,"","","","","","",2016-08-17,Capay Joint Union Elementary
"11625546007439","0607410","00682",Active,Glenn,,Capay Joint Union Elementary,"7504 Cutting Avenue","7504 Cutting Ave.",Orland,"95963-9691",CA,"7504 Cutting Avenue","7504 Cutting Ave.",Orland,"95963-9691",CA,(530) 865-1222,"",http://cjuesd.org,1958-09-01,,0,"","","52",Elementary School District,"61",Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,39.796979,-122.0858,Jim,Scribner,jscribner@capayschool.org,"","","","","","",2016-08-18,Capay Joint Union Elementary
"11625700000000","0616410","",Merged,Glenn,,"","277 Capay Avenue","277 Capay Ave.",Hamilton City,"95951-0277",CA,PO Box 277,PO Box 277,Hamilton City,"95951-0277",CA,"","",www.huesd.org,,,,"","","52",Elementary School District,"","","","","","","","","",,,,"","","","","","","","","",2009-07-01,Hamilton Union Elementary
"11625880000000","0616440","",Merged,Glenn,,"","620 Canal Street","620 Canal St.",Hamilton City,"95951-0488",CA,PO Box 488,PO Box 488,Hamilton City,"95951-0488",CA,"","",www.huhsd.org,,,,"","","56",High School District,"","","","","","","","","",,,,"","","","","","","","","",2009-07-01,Hamilton Union High
"11625881133685","0616440","",Closed,Glenn,,Hamilton Adult,PO Box 488,PO Box 488,Hamilton City,"95951",CA,PO Box 488,PO Box 488,Hamilton City,"95951",CA,"","","",1980-07-01,1988-10-14,0,"","","56",High School District,"70",Adult Education Centers,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Hamilton Union High
"11625881133693","0616440","",Closed,Glenn,,Community High (Cont),"262 Main Street","262 Main St.",Hamilton City,"95951",CA,PO Box 488 Per Supt 10/21/91,PO Box 488 Per Supt 10/21/91,Hamilton City,"95951",CA,"","","",1980-07-01,1991-06-30,0,"","","56",High School District,"68",Continuation High Schools,"","",HS,High School,"10-12","","",,,,"","","","","","","","","",1999-06-24,Hamilton Union High
"11625960000000","0620610","",Active,Glenn,,"","4672 County Road N","4672 County Road N",Orland,"95963-8122",CA,"4672 County Road N","4672 County Road N",Orland,"95963-8122",CA,(530) 865-1255,"221",www.lakeschool.org,,,,"","","52",Elementary School District,"","","","","","","","","",,39.775308,-122.15968,Nikol,Baker,nbaker@glenncoe.org,"","","","","","",2015-08-06,Lake Elementary
"11625966007454","0620610","02475",Active,Glenn,,Lake Elementary,"4672 County Road North","4672 County Road North",Orland,"95963-8122",CA,"4672 County Road North","4672 County Road North",Orland,"95963-8122",CA,(530) 865-1255,"","",1980-07-01,,0,"","","52",Elementary School District,"61",Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,39.7753,-122.1596,Nikol,Baker,nbaker@glenncoe.org,"","","","","","",2015-06-18,Lake Elementary
"11626120000000","","",Merged,Glenn,,"","1320 Sixth Street","1320 Sixth St.",Orland,"95963-1641",CA,"1320 Sixth Street","1320 Sixth St.",Orland,"95963-1641",CA,"","","",,,,"","","52",Elementary School District,"","","","","","","","","",,,,"","","","","","","","","",1999-06-24,Orland Joint Union Elementary
"11626126007470","","07091",Merged,Glenn,,Fairview Elementary,"1320 Sixth Street","1320 Sixth St.",Orland,"95963-1641",CA,"1320 Sixth Street","1320 Sixth St.",Orland,"95963-1641",CA,"","","",1980-07-01,1997-06-30,0,"","","52",Elementary School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,"3-5","","",0,,,"","","","","","","","","",2015-06-18,Orland Joint Union Elementary
"11626126007488","","07092",Merged,Glenn,,Mill Street Elementary,"102 Mill Street","102 Mill St.",Orland,"95963-1843",CA,"102 Mill Street","102 Mill St.",Orland,"95963-1843",CA,"","","",1980-07-01,1997-06-30,0,"","","52",Elementary School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,K-2,"","",0,,,"","","","","","","","","",2015-06-18,Orland Joint Union Elementary
"11626126007496","","07093",Merged,Glenn,,Price Intermediate,"1320 Sixth","1320 Sixth",Orland,"95963-1641",CA,"1320 Sixth","1320 Sixth",Orland,"95963-1641",CA,"","","",1980-07-01,1997-06-30,0,"","","52",Elementary School District,"62",Intermediate/Middle Schools (Public),"","",INTMIDJR,Intermediate/Middle/Junior High,"6-8","","",0,,,"","","","","","","","","",2015-06-18,Orland Joint Union Elementary
"11626200000000","","",Merged,Glenn,,"","1320 Sixth Street","1320 Sixth St.",Orland,"95963-1641",CA,"1320 Sixth Street","1320 Sixth St.",Orland,"95963-1641",CA,"","","",,,,"","","56",High School District,"","","","","","","","","",,,,"","","","","","","","","",1999-06-24,Orland Joint Union High
"11626201130012","","07089",Merged,Glenn,,North Valley High (Cont.),"1320 Sixth Street","1320 Sixth St.",Orland,"95963-1641",CA,"1320 Sixth Street","1320 Sixth St.",Orland,"95963-1641",CA,"","","",1980-07-01,1997-06-30,0,"","","56",High School District,"68",Continuation High Schools,"","",HS,High School,"9-12","","",0,,,"","","","","","","","","",2015-06-18,Orland Joint Union High
"11626201135656","","07090",Merged,Glenn,,Orland High,"101 Shasta Street","101 Shasta St.",Orland,"95963-1426",CA,"101 Shasta Street","101 Shasta St.",Orland,"95963-1426",CA,"","","",1980-07-01,1997-06-30,0,"","","56",High School District,"66",High Schools (Public),"","",HS,High School,"9-12","","",0,39.751072,-122.1902,"","","","","","","","","",2015-06-18,Orland Joint Union High
"11626380000000","0630870","",Active,Glenn,,"","7322 County Road 24","7322 County Road 24",Orland,"95963-9777",CA,"7322 County Road 24","7322 County Road 24",Orland,"95963-9777",CA,(530) 865-1250,"33",www.plazaschool.org,,,,"","","52",Elementary School District,"","","","","","","","","",,39.710433,-122.09769,Patrick,Conklin,pconklin@glenncoe.org,"","","","","","",2015-04-01,Plaza Elementary
"11626386007504","0630870","04790",Active,Glenn,,Plaza Elementary,"7322 County Road 24","7322 County Road 24",Orland,"95963-9777",CA,"7322 County Road 24","7322 County Road 24",Orland,"95963-9777",CA,(530) 865-1250,"",www.plazaschool.org,1980-07-01,,0,"","","52",Elementary School District,"61",Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,39.710433,-122.09769,Patrick,Conklin,pconklin@glenncoe.org,"","","","","","",2015-08-12,Plaza Elementary
"11626460000000","0631620","",Active,Glenn,,"","473 State Street","473 State St.",Princeton,"95970",CA,PO Box 8,PO Box 8,Princeton,"95970",CA,(530) 439-2261,"",www.pjusd.org,,,,"","","54",Unified School District,"","","","","","","","","",,39.401532,-122.01118,Cody,Walker,cwalker@glenncoe.org,"","","","","","",2015-03-24,Princeton Joint Unified
"11626461130020","0631620","",Closed,Glenn,,Princeton Adult School,PO Box 8,PO Box 8,Princeton,"95970",CA,PO Box 8,PO Box 8,Princeton,"95970",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"70",Adult Education Centers,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Princeton Joint Unified
"11626461130095","0631620","",Closed,Glenn,,Princeton Landing High (Cont),"5429 Argo Road","5429 Argo Rd.",Princeton,"95970",CA,PO Box 31,PO Box 31,Princeton,"95970",CA,"","","",1997-09-25,2000-03-09,0,"","","54",Unified School District,"68",Continuation High Schools,"","",HS,High School,"10-12","","",,,,"","","","","","","","","",2000-03-09,Princeton Joint Unified
"11626461130152","0631620","10496",Closed,Glenn,,Princeton High Community Day,"473 State Street","473 State St.",Princeton,"95970",CA,PO Box 8,PO Box 8,Princeton,"95970",CA,"","","",2001-08-15,2013-06-28,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,HS,High School,"7-12","10-12","",,39.401532,-122.01118,"","","","","","","","","",2013-07-02,Princeton Joint Unified
"11626461136209","0631620","04902",Active,Glenn,,Princeton Junior-Senior High,"473 State Street","473 State St.",Princeton,"95970-0008",CA,PO Box 8,PO Box 8,Princeton,"95970-0008",CA,(530) 439-2261,"","",1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"7-12","7-12",P,0,39.401532,-122.01118,Cody,Walker,cwalker@glenncoe.org,"","","","","","",2016-09-28,Princeton Joint Unified
"11626466007512","0631620","",Closed,Glenn,,Butte City Elem.,Eureka Alley,Eureka Alley,Butte City,"95920",CA,Eureka Alley,Eureka Alley,Butte City,"95920",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Princeton Joint Unified
"11626466007520","0631620","",Closed,Glenn,,Codora Elem.,"","","","","","","","","","","","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Princeton Joint Unified
"11626466007538","0631620","",Closed,Glenn,,Princeton Primary,"","","","","","","","","","","","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Princeton Joint Unified
"11626466089262","0631620","04901",Active,Glenn,,Princeton Elementary,"428 Norman Road","428 Norman Rd.",Princeton,"95970-0008",CA,PO Box 8,PO Box 8,Princeton,"95970-0008",CA,(530) 439-2501,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,39.406282,-122.01056,Cody,Walker,cwalker@glenncoe.org,"","","","","","",2015-06-18,Princeton Joint Unified
"11626466119218","0631620","10497",Closed,Glenn,,Princeton Elementary Community Day,"428 Norman Road","428 Norman Rd.",Princeton,"95970",CA,PO Box 8,PO Box 8,Princeton,"95970-0008",CA,"","","",2001-08-15,2013-06-30,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,ELEM,Elementary,K-6,"3","",,39.406282,-122.01056,"","","","","","","","","",2013-07-02,Princeton Joint Unified
"11626530000000","0638070","",Active,Glenn,,"","3430 County Road 309","3430 County Road 309",Elk Creek,"95939-0068",CA,"3430 County Road 309","3430 County Road 309",Elk Creek,"95939-0068",CA,(530) 968-5361,"",www.scjusd.org,,,,"","","54",Unified School District,"","","","","","","","","",,39.607051,-122.5388,Laurel,Hill-Ward,lhill-ward@glenncoe.org,"","","","","","",2015-10-09,Stony Creek Joint Unified
"11626531130046","0638070","09644",Active,Glenn,,Bidwell Point High (Continuation),"3430 County Road 309","3430 County Road 309",Elk Creek,"95939-0068",CA,"3430 County Road 309","3430 County Road 309",Elk Creek,"95939-0068",CA,(530) 968-5361,"","",1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","12",P,0,39.627986,-122.59807,Laurel,Hill-Ward,lhill-ward@glenncoe.org,"","","","","","",2015-06-18,Stony Creek Joint Unified
"11626531130137","0638070","08482",Closed,Glenn,,Stony Creek Community Day,"3430 County Road 309","3430 County Rd. 309",Elk Creek,"95939",CA,"3430 County Road 309","3430 County Rd. 309",Elk Creek,"95939",CA,"","","",2000-08-23,2013-06-30,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,INTMIDJR,Intermediate/Middle/Junior High,"7-12","8","",,,,"","","","","","","","","",2013-07-01,Stony Creek Joint Unified
"11626531132109","0638070","06441",Active,Glenn,,Elk Creek Junior-Senior High,"3430 County Road 309","3430 County Rd. 309",Elk Creek,"95939-9708",CA,"3430 County Road 309","3430 County Rd. 309",Elk Creek,"95939-9708",CA,(530) 968-5361,"","",1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"7-12","7-12",P,0,39.627986,-122.59807,Laurel,Hill-Ward,lhill-ward@glenncoe.org,"","","","","","",2015-06-18,Stony Creek Joint Unified
"11626536007546","0638070","06440",Active,Glenn,,Elk Creek Elementary,"3430 County Road 309","3430 County Road 309",Elk Creek,"95939-0068",CA,"3430 County Road 309","3430 County Road 309",Elk Creek,"95939-0068",CA,(530) 968-5288,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,39.60712,-122.5387,Laurel,Hill-Ward,lhill-ward@glenncoe.org,"","","","","","",2015-06-18,Stony Creek Joint Unified
"11626536007553","0638070","06442",Active,Glenn,,Indian Valley Elementary,"5180 Lodoga-Stonyford Road","5180 Lodoga-Stonyford Rd.",Stonyford,"95979",CA,"3430 County Road 309","3430 County Road 309",Elk Creek,"95939-0279",CA,(530) 963-3210,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,"6","6",N,0,39.36417,-122.5485,Laurel,Hill-Ward,lhill-ward@glenncoe.org,"","","","","","",2015-06-18,Stony Creek Joint Unified
"11626536119200","0638070","08700",Closed,Glenn,,Stony Creek Elementary Community Day,"3430 County Road 309","3430 County Rd. 309",Elk Creek,"95939",CA,"3430 County Road 309","3430 County Rd. 309",Elk Creek,"95939",CA,"","","",2001-08-01,2013-06-30,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,ELEM,Elementary,K-6,"2","",,,,"","","","","","","","","",2013-07-01,Stony Creek Joint Unified
"11626610000000","0642710","",Active,Glenn,,"","823 West Laurel Street","823 West Laurel St.",Willows,"95988-2830",CA,"823 West Laurel Street","823 West Laurel St.",Willows,"95988-2830",CA,(530) 934-6600,"",www.willowsunified.org,,,,"","","54",Unified School District,"","","","","","","","","",,39.517931,-122.2035,Mort,Geivett,mgeivett@willowsunified.org,"","","","","","",2015-06-17,Willows Unified
"11626611130038","0642710","07370",Active,Glenn,,Willows Community High,"823 West Laurel Street","823 West Laurel St.",Willows,"95988-2946",CA,"823 West Laurel Street","823 West Laurel St.",Willows,"95988-2946",CA,(530) 934-6605,"","",1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","10-12",N,0,39.517931,-122.2035,Mort,Geivett,mgeivett@willowsunified.org,"","","","","","",2015-09-29,Willows Unified
"11626611130129","0642710","08483",Closed,Glenn,,Willows High Community Day,"823 West Laurel Street","823 West Laurel St.",Willows,"95988",CA,"823 West Laurel Street","823 West Laurel St.",Willows,"95988",CA,"","",www.willowsunified.org,2000-08-10,2010-06-04,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,HS,High School,"7-12","10-12","",,39.517931,-122.2035,"","","","","","","","","",2013-07-02,Willows Unified
"11626611132851","0642710","06978",Active,Glenn,,Willows High,"203 North Murdock Avenue","203 North Murdock Ave.",Willows,"95988-2706",CA,"203 North Murdock Avenue","203 North Murdock Ave.",Willows,"95988-2706",CA,(530) 934-6611,"","",1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,39.521844,-122.20106,David,Johnstone,djohnstone@willowsunified.org,"","","","","","",2016-08-22,Willows Unified
"11626616007561","0642710","",Closed,Glenn,,Artois Elementary,PO Box H,PO Box H,Artois,"95913",CA,PO Box H,PO Box H,Artois,"95913",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Willows Unified
"11626616007579","0642710","",Closed,Glenn,,Bayliss Elementary,"Route 1, Box 570","Rt. 1, Box 570",Glenn,"95943",CA,"Route 1, Box 570","Rt. 1, Box 570",Glenn,"95943",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Willows Unified
"11626616007587","0642710","",Closed,Glenn,,Birch Kindergarten,"807 W Laurel Street","807 W Laurel St.",Willows,"95988",CA,"807 W Laurel Street","807 W Laurel St.",Willows,"95988",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Willows Unified
